#Found quasiharmonic mode : phonon
#T(K), volume, F(eV), S(J/K), H(J/K), a(-6/K), Cp(J/mol), Cv, Cpion, Bt(GPa), T_ph-D(K), T-D(K), F_el_atom, S_el_atom, C_el_atom, M_el, Seebeck_coefficients(10**-6 V/K), Lorenz_number(WOK^{-2}), Q_el, Q_p, Q_e, C_mu, W_p, W_e, Y_p, Y_e
5.0, 10.983537986030717, -5.754042698799653, 0.019352012238066978, -555181.245430157, 1.901925796656018e-08, 0.055562561450451624, 0.05563657133559144, 0.03515804422258056, 194.73988949950976, 883.972355816919, 400.0000000000001, -5.283654823908737e-07, 0.020405364452903457, 0.020404517227871732, -7.464707985981422e-07, -0.3076642730449927, 2.4429803494431062e-08, 0.0007459928385584952, 0.0003727493654606093, 0.00037311205356961336, 0.02040452299998265, 0.0003724556320634987, 0.0003735372064949958, 0.0005170833453025181, 0.0005170833450199855, 12764.258891861953, 5.338222703655161
10.0, 10.983556604431259, -5.754047913900325, 0.04544216133644889, -555180.1285804478, 6.352871351434737e-09, 0.02214444872320708, 0.02208035330677216, -0.018669013232315443, 194.73836631292684, 859.1529048888725, 400.00000000000006, -2.115265775837871e-06, 0.04081220734041241, 0.040813461955522934, -3.1004244115189616e-06, -0.615354436079438, 2.443055261980097e-08, 0.0014920206599904418, 0.0007450590493455938, 0.0007468301894747536, 0.04081415550590402, 0.0007437469847291068, 0.0007482736752613352, 0.0010341922613430238, 0.0010341922610599408, 5449.55395020132, 6.9486542920093335
15.0, 10.98355876095666, -5.754050840718613, 0.06436449744676173, -555179.9130237224, 2.719184330751078e-09, 0.02675168673921261, 0.02667077197500689, -0.03447329278319531, 194.738817154173, 808.5128294379673, 400.00000000000006, -4.75896746343183e-06, 0.061219198835385985, 0.06122497952240815, -6.9323753994737575e-06, -0.9164790380077523, 2.443248215134695e-08, 0.002238037699443656, 0.001116934351598261, 0.0011209719269616495, 0.061227166531029165, 0.0011139652411088436, 0.0011240724583348126, 0.001551290702252768, 0.001551290701969294, 966.8047207915679, 7.174308594166502
20.0, 10.98355505701273, -5.754053285197092, 0.0868842753698569, -555179.915743115, 2.1156783588030623e-08, 0.09184217223186453, 0.09181391944012687, 0.01019792841374062, 194.73909118034288, 740.1415765342235, 400.00000000000006, -8.459922239481005e-06, 0.0816281426303771, 0.08164424381812402, -1.2238391543723015e-05, -1.2124782740867286, 2.4435652584596593e-08, 0.0029840903997812892, 0.0014883981692703748, 0.001495560810724923, 0.08164918315966137, 0.0014831349072239974, 0.0015009554925572923, 0.0020684062686780434, 0.0020684062683943238, -1253.265966824676, 6.384263788597007
25.0, 10.983556094005273, -5.754057053278333, 0.12376674990658573, -555179.4537217603, 7.470425580679481e-08, 0.2398738019345591, 0.23991588780196327, 0.13779737320229207, 194.73703754853108, 662.1285932476612, 400.00000000000006, -1.3218581798293644e-05, 0.1020408424179387, 0.10207642873226715, -1.9014540625527223e-05, -1.5047923395731588, 2.444012441507749e-08, 0.0037302252038664955, 0.0018594733994137004, 0.0018706203854591966, 0.10208583247610385, 0.001851280489095857, 0.0018789447147706385, 0.0025855665612651434, 0.002585566560981308, -1779.9352831047709, 4.947598053771191
30.0, 10.983572473340123, -5.754063950904927, 0.18577717585780507, -555177.8439427936, 1.7640018767057328e-07, 0.4933044725807112, 0.4933827691603659, 0.37077776442627586, 194.7305054158327, 582.563326648299, 400.0000000000011, -1.9035397834178344e-05, 0.12245910189062482, 0.12252670815443535, -2.7256890426147344e-05, -1.7948614297238528, 2.444595813831728e-08, 0.0044764885545624696, 0.0022301829390800236, 0.0022461741958591133, 0.12254274156466108, 0.0022184264927457317, 0.002258062061816737, 0.0031027991806603906, 0.0031027991803765547, -1182.4803985061087, 3.233389568159366
35.0, 10.983614794934592, -5.754075316692306, 0.2875024184321308, -555174.3691288665, 3.5010069649630935e-07, 0.8955780646917164, 0.8956384441208257, 0.7525783039410316, 194.7167393443338, 514.4034750849104, 400.0000000000011, -2.5910665031353345e-05, 0.14288454096708114, 0.1429997607506848, -3.6955162508081686e-05, -2.084378408344762, 2.44532239142127e-08, 0.005222920716478084, 0.0026005489774381316, 0.0026222403162545213, 0.14302500142187388, 0.002584599511414141, 0.002638321205063944, 0.003620127958529023, 0.003620127958245279, 192.8503401036175, 0.9756535717913327
40.0, 10.983692291473963, -5.754092792296862, 0.43761702040337586, -555168.4388754586, 6.047156681205104e-07, 1.4629912098298725, 1.4629250816839583, 1.2994910208503123, 194.69398789243246, 464.20281827698085, 400.0000000000011, -3.3844786391042863e-05, 0.1633188972251015, 0.16350018897956026, -4.8101814745397666e-05, -2.374489347760572, 2.4461871390295914e-08, 0.005969568102858318, 0.0029705961461163493, 0.002998840527289186, 0.16353765879018903, 0.0029498273715287955, 0.0030197407313295216, 0.004137580077046952, 0.004137580076763967, 193.41099096384278, 1.4203141433794444
45.0, 10.983818693717335, -5.754119103148498, 0.645520080260595, -555159.2140256407, 9.434864964831695e-07, 2.196107198388733, 2.195705985692457, 2.0120735598933557, 194.66019375127752, 437.26077479885174, 400.0000000000011, -4.283840665426404e-05, 0.18376418970830719, 0.18403363849537727, -6.070392511194217e-05, -2.6667212479077422, 2.447202770923154e-08, 0.006716484710280076, 0.003340346444648993, 0.003376006824559499, 0.18408684983838297, 0.003314128827007828, 0.0034023558832722484, 0.004655188261528311, 0.0046551882612449105, 176.34154825093756, 1.6684268050217526
50.0, 10.984007448485102, -5.754157400942675, 0.9167871376958938, -555145.9059804642, 1.359642264238215e-06, 3.0756011882777647, 3.0745293423238325, 2.8709944780867875, 194.61391534069745, 425.1246756406506, 400.0000000000011, -5.289232915087799e-05, 0.20422267066001187, 0.20460671019097823, -7.477511253130284e-05, -2.962193738832008, 2.4483847389512482e-08, 0.007463730395712638, 0.003709822412500679, 0.0037537765241457133, 0.20467971064496004, 0.003677520294136457, 0.0037862101015761792, 0.005172988779272074, 0.0051729887789883555, 148.94492485888546, 1.786519570250069
